"name","ID","CD34High_vs_CD34Low_p.adj","CD34High_vs_CD34Neg_p.adj","CD34Low_vs_CD34Neg_p.adj","CD34High_vs_CD34Low_significant","CD34High_vs_CD34Neg_significant","CD34Low_vs_CD34Neg_significant","significant","CD34High_vs_CD34Low_ratio","CD34High_vs_CD34Neg_ratio","CD34Low_vs_CD34Neg_ratio","CD34High_centered","CD34Low_centered","CD34Neg_centered"
"ALPL","P05186","6.85e-01","1.23e-03","2.45e-06",FALSE,TRUE,TRUE,TRUE,1.27,-4.76,-6.03,-1.16,-2.43,3.6
"CILP","O75339","8.75e-01","3.38e-02","1.24e-01",FALSE,TRUE,FALSE,TRUE,0.793,4.97,4.17,1.92,1.13,-3.05
"CNN2","Q99439","4.64e-02","9.70e-01","5.10e-01",TRUE,FALSE,FALSE,TRUE,-2.17,-0.0504,2.12,-0.741,1.43,-0.691
"COL18A1","P39060","9.43e-01","3.37e-12","1.03e-11",FALSE,TRUE,TRUE,TRUE,-0.151,-7.66,-7.51,-2.6,-2.45,5.05
"CON__ENSEMBL:ENSBTAP00000016046","CON__ENSEMBL:ENSBTAP00000016046","8.82e-01","4.14e-02","1.36e-01",FALSE,TRUE,FALSE,TRUE,-0.702,-4.5,-3.8,-1.74,-1.03,2.77
"CON__Q3Y5Z3","CON__Q3Y5Z3","9.08e-01","3.38e-02","9.61e-02",FALSE,TRUE,FALSE,TRUE,-0.498,-4.18,-3.68,-1.56,-1.06,2.62
"CSPG4","Q6UVK1","8.87e-01","2.06e-03","2.14e-04",FALSE,TRUE,TRUE,TRUE,0.574,-4.88,-5.45,-1.43,-2.01,3.44
"CTNNA1","P35221","1.53e-03","1.10e-01","9.48e-01",TRUE,FALSE,FALSE,TRUE,-3.55,-3.99,-0.441,-2.51,1.04,1.48
"FNDC1","Q4ZHG4","1.82e-02","1.50e-01","9.34e-01",TRUE,FALSE,FALSE,TRUE,4.54,5.63,1.09,3.39,-1.15,-2.24
"GOT1","P17174","3.51e-04","9.71e-01","1.31e-01",TRUE,FALSE,FALSE,TRUE,-3.21,0.0125,3.23,-1.07,2.15,-1.08
"LAMA5","O15230","9.39e-01","5.37e-03","2.57e-03",FALSE,TRUE,TRUE,TRUE,0.235,-4.78,-5.01,-1.51,-1.75,3.26
"MVP","Q14764","9.25e-01","3.12e-02","7.21e-02",FALSE,TRUE,FALSE,TRUE,-0.32,-3.58,-3.26,-1.3,-0.981,2.28
"MYH11","P35749","9.00e-01","1.05e-01","4.14e-02",FALSE,FALSE,TRUE,TRUE,0.59,-3.86,-4.45,-1.09,-1.68,2.77
"MYH9","P35579","9.42e-01","2.99e-02","4.79e-02",FALSE,TRUE,TRUE,TRUE,-0.258,-5.71,-5.46,-1.99,-1.73,3.72
"OGN","P20774","8.47e-01","1.33e-03","1.36e-02",FALSE,TRUE,TRUE,TRUE,0.806,5.47,4.66,2.09,1.29,-3.38
"OMD","Q99983","8.49e-01","1.05e-08","6.61e-07",FALSE,TRUE,TRUE,TRUE,0.644,6.57,5.93,2.41,1.76,-4.17
"TINAGL1","Q9GZM7","8.57e-01","7.08e-02","1.50e-02",FALSE,FALSE,TRUE,TRUE,1.09,-5.64,-6.73,-1.51,-2.61,4.12
"VWA1","Q6PCB0","8.47e-01","1.56e-01","3.99e-02",FALSE,FALSE,TRUE,TRUE,0.709,-2.98,-3.69,-0.759,-1.47,2.23
"A2M","P01023","8.62e-01","4.05e-01","6.69e-01",FALSE,FALSE,FALSE,FALSE,-1.12,-4.38,-3.26,-1.83,-0.71,2.54
"AARS","P49588","8.24e-01","9.67e-01","9.27e-01",FALSE,FALSE,FALSE,FALSE,-1.11,-0.222,0.888,-0.444,0.666,-0.222
"ACACB","O00763","8.42e-01","9.69e-01","9.10e-01",FALSE,FALSE,FALSE,FALSE,-2.26,0.393,2.66,-0.624,1.64,-1.02
"ACLY","P53396","9.18e-01","9.59e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-1.14,-1.25,-0.117,-0.796,0.34,0.456
"ACOT2","P49753","8.19e-01","9.55e-01","8.17e-01",FALSE,FALSE,FALSE,FALSE,-1.5,0.889,2.39,-0.204,1.3,-1.09
"ACSS2","Q9NR19","8.17e-01","9.40e-01","7.35e-01",FALSE,FALSE,FALSE,FALSE,-1.98,1.73,3.71,-0.0856,1.9,-1.81
"ACTC1","P68032","9.53e-01","9.53e-01","9.38e-01",FALSE,FALSE,FALSE,FALSE,-0.039,-0.724,-0.685,-0.254,-0.215,0.47
"ACTG1","P63261","9.53e-01","9.55e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,0.04,-0.649,-0.689,-0.203,-0.243,0.446
"ACTN1","P12814","8.49e-01","8.41e-01","9.15e-01",FALSE,FALSE,FALSE,FALSE,-0.568,-1.24,-0.67,-0.602,-0.034,0.636
"ACTN4","O43707","8.98e-01","8.43e-01","8.93e-01",FALSE,FALSE,FALSE,FALSE,-0.494,-1.5,-1.01,-0.665,-0.171,0.836
"ACTR1A","P61163","8.26e-01","9.01e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,-1.11,-1.57,-0.452,-0.893,0.221,0.673
"ACTR2","P61160","9.43e-01","7.57e-01","7.52e-01",FALSE,FALSE,FALSE,FALSE,-0.318,-3.53,-3.22,-1.28,-0.966,2.25
"ACTR3","P61158","9.08e-01","9.38e-01","9.46e-01",FALSE,FALSE,FALSE,FALSE,-0.533,-0.982,-0.448,-0.505,0.0283,0.477
"ACY1","Q03154","8.42e-01","9.60e-01","8.75e-01",FALSE,FALSE,FALSE,FALSE,-1.76,0.939,2.7,-0.273,1.49,-1.21
"ADAMTS1","Q9UHI8","9.31e-01","9.65e-01","9.38e-01",FALSE,FALSE,FALSE,FALSE,0.261,-0.227,-0.488,0.0114,-0.25,0.238
"ADH1B","P00325","8.72e-01","9.32e-01","7.97e-01",FALSE,FALSE,FALSE,FALSE,-1.02,1.5,2.51,0.16,1.18,-1.34
"ADH5","P11766","8.22e-01","8.94e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.45,-2.06,-0.603,-1.17,0.284,0.887
"ADIPOQ","Q15848","8.72e-01","9.06e-01","7.11e-01",FALSE,FALSE,FALSE,FALSE,-1.75,3.32,5.06,0.522,2.27,-2.79
"AEBP1","Q8IUX7","7.70e-01","5.17e-01","8.64e-01",FALSE,FALSE,FALSE,FALSE,-1.68,-3.52,-1.84,-1.73,-0.0517,1.79
"AFP","CON__Q3SZ57","9.39e-01","9.55e-01","9.49e-01",FALSE,FALSE,FALSE,FALSE,0.437,1.12,0.682,0.518,0.0818,-0.6
"AGRN","O00468","8.87e-01","7.70e-01","8.60e-01",FALSE,FALSE,FALSE,FALSE,-0.766,-2.47,-1.7,-1.08,-0.313,1.39
"AHNAK","Q09666","9.23e-01","9.55e-01","9.10e-01",FALSE,FALSE,FALSE,FALSE,0.464,-0.71,-1.17,-0.0821,-0.546,0.628
"AHSA1","O95433","9.11e-01","9.70e-01","9.46e-01",FALSE,FALSE,FALSE,FALSE,0.457,0.0556,-0.402,0.171,-0.286,0.115
"AK2","P54819","8.77e-01","9.66e-01","9.16e-01",FALSE,FALSE,FALSE,FALSE,-0.586,0.224,0.811,-0.121,0.466,-0.345
"AK3","Q9UIJ7","9.49e-01","9.63e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,0.172,0.633,0.461,0.268,0.0965,-0.365
"AKAP12","Q02952","9.28e-01","9.69e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.323,-0.122,0.201,-0.148,0.175,-0.0263
"AKR1A1","P14550","7.24e-01","9.26e-01","5.10e-01",FALSE,FALSE,FALSE,FALSE,-1.63,1.3,2.93,-0.112,1.52,-1.41
"AKR1C2","P52895","8.60e-01","9.71e-01","9.27e-01",FALSE,FALSE,FALSE,FALSE,-1.01,0.0628,1.07,-0.314,0.692,-0.377
"ALCAM","Q13740","8.55e-01","9.17e-01","9.45e-01",FALSE,FALSE,FALSE,FALSE,-1.12,-1.78,-0.662,-0.966,0.152,0.814
"ALDH1L1","O75891","9.03e-01","9.44e-01","8.64e-01",FALSE,FALSE,FALSE,FALSE,-1.22,1.89,3.11,0.224,1.44,-1.67
"ALDOA","P04075","7.31e-01","9.22e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-1.2,-0.999,0.199,-0.732,0.466,0.267
"ANGPTL1","O95841","9.34e-01","9.55e-01","9.18e-01",FALSE,FALSE,FALSE,FALSE,-0.549,1.1,1.65,0.183,0.732,-0.915
"ANGPTL4","Q9BY76","9.44e-01","8.91e-01","8.79e-01",FALSE,FALSE,FALSE,FALSE,-0.252,-2.15,-1.89,-0.799,-0.547,1.35
"ANPEP","P15144","9.48e-01","7.49e-01","6.33e-01",FALSE,FALSE,FALSE,FALSE,-0.17,3.03,3.2,0.953,1.12,-2.08
"ANXA1","P04083","8.70e-01","9.43e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.575,-0.694,-0.119,-0.423,0.152,0.271
"ANXA2","P07355","9.48e-01","9.66e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.0907,-0.193,-0.102,-0.0945,-0.00376,0.0983
"ANXA5","P08758","9.13e-01","9.71e-01","9.44e-01",FALSE,FALSE,FALSE,FALSE,-0.383,0.0159,0.398,-0.122,0.26,-0.138
"ANXA6","P08133","9.27e-01","9.56e-01","9.14e-01",FALSE,FALSE,FALSE,FALSE,-0.314,0.491,0.805,0.0592,0.373,-0.432
"AP1B1","Q10567","7.14e-01","8.23e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.71,-2.2,-0.497,-1.3,0.403,0.9
"AP2B1","P63010","5.65e-01","9.71e-01","7.95e-01",FALSE,FALSE,FALSE,FALSE,1.5,-0.0174,-1.52,0.495,-1.01,0.512
"APEX1","P27695","9.43e-01","9.58e-01","9.33e-01",FALSE,FALSE,FALSE,FALSE,-0.31,0.841,1.15,0.177,0.487,-0.664
"APOE","P02649","9.11e-01","9.50e-01","8.88e-01",FALSE,FALSE,FALSE,FALSE,-0.647,0.951,1.6,0.101,0.748,-0.85
"APP","P05067","6.57e-01","7.52e-01","9.41e-01",FALSE,FALSE,FALSE,FALSE,1.49,2.01,0.529,1.17,-0.319,-0.848
"ARCN1","P48444","9.46e-01","9.63e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-0.147,-0.36,-0.214,-0.169,-0.0225,0.191
"ARF1","P84077","9.11e-01","9.62e-01","9.19e-01",FALSE,FALSE,FALSE,FALSE,-0.582,0.479,1.06,-0.0341,0.547,-0.513
"ARHGAP1","Q07960","9.42e-01","9.65e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.189,-0.276,-0.0867,-0.155,0.0343,0.121
"ARHGDIA","P52565","7.58e-01","8.55e-01","9.49e-01",FALSE,FALSE,FALSE,FALSE,-1.89,-2.43,-0.542,-1.44,0.45,0.992
"ARPC2","O15144","8.28e-01","9.01e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-1.35,-1.94,-0.585,-1.1,0.255,0.84
"ARPC3","O15145","9.27e-01","9.00e-01","9.10e-01",FALSE,FALSE,FALSE,FALSE,-0.489,-1.83,-1.34,-0.773,-0.283,1.06
"ARSA","P15289","5.17e-01","9.48e-01","9.09e-01",FALSE,FALSE,FALSE,FALSE,2.72,1.17,-1.55,1.3,-1.43,0.126
"ARSB","P15848","9.27e-01","9.55e-01","9.12e-01",FALSE,FALSE,FALSE,FALSE,0.772,-1.3,-2.07,-0.177,-0.949,1.13
"ASAH1","Q13510","6.13e-01","9.67e-01","8.55e-01",FALSE,FALSE,FALSE,FALSE,-1.3,-0.157,1.14,-0.485,0.813,-0.328
"ASS1","P00966","7.23e-01","9.67e-01","8.25e-01",FALSE,FALSE,FALSE,FALSE,-2.78,0.396,3.18,-0.795,1.99,-1.19
"ATG7","O95352","8.66e-01","9.42e-01","8.25e-01",FALSE,FALSE,FALSE,FALSE,-0.723,0.876,1.6,0.051,0.774,-0.825
"ATIC","P31939","6.66e-01","9.58e-01","9.11e-01",FALSE,FALSE,FALSE,FALSE,-1.63,-0.568,1.06,-0.734,0.899,-0.166
"ATP5B","P06576","9.37e-01","9.20e-01","8.55e-01",FALSE,FALSE,FALSE,FALSE,-0.225,1.03,1.25,0.267,0.492,-0.759
"ATP6AP1","Q15904","9.27e-01","9.34e-01","9.37e-01",FALSE,FALSE,FALSE,FALSE,0.47,1.29,0.823,0.588,0.118,-0.706
"ATP6V1A","P38606","9.15e-01","9.62e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-0.424,-0.356,0.0676,-0.26,0.164,0.0962
"ATP6V1B2","P21281","8.26e-01","9.29e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-1.07,-1.18,-0.113,-0.751,0.319,0.432
"ATP6V1F","Q16864","9.11e-01","9.57e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-0.521,-0.589,-0.0675,-0.37,0.151,0.219
"B2M","P61769","9.45e-01","8.92e-01","8.79e-01",FALSE,FALSE,FALSE,FALSE,0.142,1.28,1.14,0.475,0.333,-0.809
"B4GALT1","P15291","9.44e-01","7.71e-01","7.62e-01",FALSE,FALSE,FALSE,FALSE,0.146,1.67,1.52,0.605,0.459,-1.06
"B4GAT1","O43505","7.80e-01","9.65e-01","8.38e-01",FALSE,FALSE,FALSE,FALSE,-2.12,0.53,2.65,-0.529,1.59,-1.06
"BAG2","O95816","9.52e-01","9.41e-01","9.22e-01",FALSE,FALSE,FALSE,FALSE,-0.0467,-0.888,-0.842,-0.312,-0.265,0.577
"BANF1","O75531","9.16e-01","9.55e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.755,-0.981,-0.227,-0.579,0.176,0.403
"BGN","P21810","9.20e-01","9.55e-01","9.08e-01",FALSE,FALSE,FALSE,FALSE,0.472,-0.665,-1.14,-0.064,-0.536,0.6
"BIN1","O00499","6.63e-01","9.57e-01","9.13e-01",FALSE,FALSE,FALSE,FALSE,-1.78,-0.651,1.13,-0.81,0.969,-0.159
"BMP1","P13497","9.54e-01","9.69e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.01,-0.0822,-0.0722,-0.0307,-0.0207,0.0514
"BTD","P43251","4.91e-01","9.49e-01","4.98e-01",FALSE,FALSE,FALSE,FALSE,-2.68,1.08,3.76,-0.533,2.15,-1.61
"BZW1","Q7L1Q6","7.05e-01","9.60e-01","9.12e-01",FALSE,FALSE,FALSE,FALSE,-1.98,-0.635,1.34,-0.87,1.11,-0.235
"C14orf166","Q9Y224","9.26e-01","9.55e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,-0.336,-0.551,-0.215,-0.296,0.0402,0.255
"C1R","P00736","9.18e-01","9.71e-01","9.45e-01",FALSE,FALSE,FALSE,FALSE,-0.428,0.0147,0.443,-0.138,0.29,-0.152
"C1S","P09871","9.54e-01","9.46e-01","9.27e-01",FALSE,FALSE,FALSE,FALSE,0.0099,0.825,0.815,0.278,0.268,-0.547
"C3","P01024","8.99e-01","7.02e-01","4.02e-01",FALSE,FALSE,FALSE,FALSE,-1.12,4.42,5.54,1.1,2.22,-3.32
"CA12","O43570","8.89e-01","9.15e-01","7.61e-01",FALSE,FALSE,FALSE,FALSE,0.679,-1.35,-2.03,-0.224,-0.903,1.13
"CALB2","P22676","9.25e-01","9.04e-01","7.98e-01",FALSE,FALSE,FALSE,FALSE,-0.709,2.48,3.19,0.59,1.3,-1.89
"CALD1","Q05682","9.12e-01","8.48e-01","8.85e-01",FALSE,FALSE,FALSE,FALSE,-0.408,-1.45,-1.04,-0.619,-0.211,0.83
"CALM1","P62158","9.54e-01","9.62e-01","9.48e-01",FALSE,FALSE,FALSE,FALSE,-0.00433,-0.307,-0.302,-0.104,-0.0994,0.203
"CALR","P27797","8.95e-01","9.22e-01","9.40e-01",FALSE,FALSE,FALSE,FALSE,-0.46,-0.907,-0.447,-0.456,0.00426,0.451
"CALU","O43852","9.17e-01","9.68e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,0.352,0.122,-0.231,0.158,-0.194,0.0363
"CAND1","Q86VP6","9.03e-01","9.57e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-0.588,-0.608,-0.0201,-0.398,0.189,0.209
"CAP1","Q01518","9.42e-01","7.32e-01","7.33e-01",FALSE,FALSE,FALSE,FALSE,-0.176,-1.86,-1.68,-0.678,-0.503,1.18
"CAPN1","P07384","9.01e-01","7.61e-01","8.43e-01",FALSE,FALSE,FALSE,FALSE,-0.41,-1.52,-1.11,-0.643,-0.233,0.877
"CAPN2","P17655","9.08e-01","9.15e-01","9.32e-01",FALSE,FALSE,FALSE,FALSE,-0.421,-1.01,-0.589,-0.477,-0.0561,0.533
"CAPNS1","P04632","8.36e-01","9.56e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,-1.64,-1.07,0.574,-0.903,0.738,0.165
"CAPRIN1","Q14444","9.32e-01","9.71e-01","9.52e-01",FALSE,FALSE,FALSE,FALSE,0.368,0.0227,-0.345,0.13,-0.238,0.107
"CAPZA2","P47755","8.32e-01","9.22e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,0.767,0.962,0.195,0.576,-0.191,-0.386
"CAPZB","P47756","9.04e-01","9.55e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,-0.363,-0.401,-0.0371,-0.255,0.109,0.146
"CARS","P49589","8.09e-01","9.24e-01","9.59e-01",FALSE,FALSE,FALSE,FALSE,0.939,0.982,0.0423,0.64,-0.299,-0.341
"CASQ2","O14958","9.47e-01","9.09e-01","8.56e-01",FALSE,FALSE,FALSE,FALSE,0.169,-1.61,-1.78,-0.479,-0.648,1.13
"CAT","P04040","8.67e-01","9.65e-01","9.08e-01",FALSE,FALSE,FALSE,FALSE,-0.882,0.372,1.25,-0.17,0.712,-0.542
"CCDC80","Q76M96","9.18e-01","8.25e-01","8.65e-01",FALSE,FALSE,FALSE,FALSE,0.359,1.47,1.12,0.611,0.252,-0.863
"CCT2","P78371","8.67e-01","9.60e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-0.906,-0.575,0.331,-0.494,0.412,0.0815
"CCT5","P48643","8.45e-01","9.57e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-1.06,-0.716,0.345,-0.593,0.469,0.124
"CCT6A","P40227","9.41e-01","9.50e-01","9.15e-01",FALSE,FALSE,FALSE,FALSE,0.412,-1.33,-1.75,-0.308,-0.72,1.03
"CCT7","Q99832","5.72e-01","8.54e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-2.02,-2,0.0233,-1.34,0.681,0.658
"CCT8","P50990","8.66e-01","9.69e-01","9.38e-01",FALSE,FALSE,FALSE,FALSE,-0.872,-0.136,0.735,-0.336,0.536,-0.2
"CD109","Q6YHK3","9.40e-01","9.28e-01","9.21e-01",FALSE,FALSE,FALSE,FALSE,0.202,0.985,0.783,0.396,0.194,-0.589
"CD36","P16671","8.56e-01","9.54e-01","8.63e-01",FALSE,FALSE,FALSE,FALSE,0.968,-0.807,-1.77,0.0534,-0.914,0.861
"CDC42","P60953","9.14e-01","9.60e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-0.581,-0.576,0.00513,-0.386,0.195,0.19
"CDH11","P55287","8.75e-01","8.37e-01","9.02e-01",FALSE,FALSE,FALSE,FALSE,-0.836,-2.16,-1.32,-0.999,-0.163,1.16
"CDH13","P55290","8.95e-01","9.22e-01","7.90e-01",FALSE,FALSE,FALSE,FALSE,0.855,-1.68,-2.53,-0.274,-1.13,1.4
"CEMIP","Q8WUJ3","9.35e-01","9.62e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,0.438,0.61,0.172,0.35,-0.0889,-0.261
"CES1","P23141","5.90e-01","5.91e-01","9.24e-01",FALSE,FALSE,FALSE,FALSE,-2.23,-3.33,-1.1,-1.86,0.375,1.48
"CFD","P00746","9.52e-01","6.74e-02","8.29e-02",FALSE,FALSE,FALSE,FALSE,0.078,5.48,5.4,1.85,1.77,-3.63
"CFL1","P23528","8.71e-01","9.56e-01","9.57e-01",FALSE,FALSE,FALSE,FALSE,-0.557,-0.463,0.0943,-0.34,0.217,0.123
"CHI3L2","Q15782","8.25e-01","9.56e-01","8.34e-01",FALSE,FALSE,FALSE,FALSE,-1.74,1.03,2.77,-0.237,1.5,-1.27
"CHID1","Q9BWS9","9.34e-01","9.71e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-0.507,-0.0852,0.422,-0.197,0.31,-0.112
"CKB","P12277","8.25e-01","9.52e-01","8.11e-01",FALSE,FALSE,FALSE,FALSE,-0.708,0.489,1.2,-0.0729,0.635,-0.562
"CLEC11A","Q9Y240","9.41e-01","9.36e-01","8.91e-01",FALSE,FALSE,FALSE,FALSE,-0.23,1.05,1.28,0.274,0.504,-0.777
"CLEC3B","P05452","7.87e-01","9.55e-01","9.39e-01",FALSE,FALSE,FALSE,FALSE,-1.29,-0.648,0.641,-0.646,0.643,0.00218
"CLSTN1","O94985","8.76e-01","9.54e-01","8.75e-01",FALSE,FALSE,FALSE,FALSE,-0.523,0.48,1,-0.0141,0.509,-0.495
"CLTC","Q00610","9.13e-01","9.25e-01","9.36e-01",FALSE,FALSE,FALSE,FALSE,-0.388,-0.905,-0.517,-0.431,-0.0429,0.474
"CLU","P10909","9.44e-01","7.29e-02","1.08e-01",FALSE,FALSE,FALSE,FALSE,0.16,3.5,3.34,1.22,1.06,-2.28
"CMBL","Q96DG6","8.23e-01","9.59e-01","8.45e-01",FALSE,FALSE,FALSE,FALSE,-1.07,0.532,1.61,-0.181,0.893,-0.712
"CMPK1","P30085","8.51e-01","9.67e-01","9.41e-01",FALSE,FALSE,FALSE,FALSE,-0.809,-0.238,0.571,-0.349,0.46,-0.111
"CNDP2","Q96KP4","8.96e-01","9.44e-01","8.58e-01",FALSE,FALSE,FALSE,FALSE,-0.726,1.04,1.76,0.104,0.83,-0.934
"CNN1","P51911","9.47e-01","9.39e-01","9.26e-01",FALSE,FALSE,FALSE,FALSE,-0.178,-1.26,-1.08,-0.48,-0.302,0.782
"CNN3","Q15417","8.83e-01","9.64e-01","9.50e-01",FALSE,FALSE,FALSE,FALSE,-0.576,-0.281,0.296,-0.286,0.291,-0.00501
"CNPY2","Q9Y2B0","8.48e-01","9.45e-01","9.60e-01",FALSE,FALSE,FALSE,FALSE,-1.32,-1.34,-0.0209,-0.889,0.434,0.455
"COL11A1","P12107","9.53e-01","9.38e-01","9.17e-01",FALSE,FALSE,FALSE,FALSE,0.0597,2.55,2.49,0.87,0.81,-1.68
"COL12A1","Q99715","9.03e-01","9.69e-01","9.34e-01",FALSE,FALSE,FALSE,FALSE,0.626,-0.152,-0.779,0.158,-0.468,0.31
"COL14A1","Q05707","9.28e-01","9.03e-01","9.11e-01",FALSE,FALSE,FALSE,FALSE,0.519,1.95,1.43,0.824,0.305,-1.13
"COL15A1","P39059","9.20e-01","9.52e-01","9.53e-01",FALSE,FALSE,FALSE,FALSE,-1.06,-1.7,-0.64,-0.919,0.14,0.779
"COL1A1","P02452","9.52e-01","9.38e-01","9.19e-01",FALSE,FALSE,FALSE,FALSE,-0.0625,-1.32,-1.25,-0.46,-0.397,0.857
"COL1A2","P08123","9.50e-01","9.37e-01","9.22e-01",FALSE,FALSE,FALSE,FALSE,0.111,1.16,1.05,0.423,0.311,-0.734
"COL3A1","P02461","9.47e-01","9.31e-01","8.92e-01",FALSE,FALSE,FALSE,FALSE,-0.206,1.54,1.75,0.446,0.652,-1.1
"COL4A1","P02462","8.05e-01","8.33e-01","9.34e-01",FALSE,FALSE,FALSE,FALSE,-1.77,-2.83,-1.07,-1.53,0.234,1.3
"COL4A2","P08572","9.03e-01","8.41e-01","8.88e-01",FALSE,FALSE,FALSE,FALSE,-0.75,-2.43,-1.68,-1.06,-0.308,1.37
"COL5A1","P20908","9.52e-01","9.68e-01","9.54e-01",FALSE,FALSE,FALSE,FALSE,0.0467,-0.191,-0.238,-0.0481,-0.0948,0.143
"COL5A2","P05997","9.53e-01","9.39e-01","9.19e-01",FALSE,FALSE,FALSE,FALSE,0.031,1.04,1,0.356,0.325,-0.68
"COL5A3","P25940","8.52e-01","9.51e-01","9.58e-01",FALSE,FALSE,FALSE,FALSE,-0.847,-0.76,0.0873,-0.535,0.311,0.224
"COL6A1","P12109","9.53e-01","8.69e-01","8.20e-01",FALSE,FALSE,FALSE,FALSE,-0.0246,1.4,1.42,0.458,0.483,-0.941
"COL6A2","P12110","9.49e-01","9.60e-01","9.40e-01",FALSE,FALSE,FALSE,FALSE,-0.0805,0.346,0.426,0.0885,0.169,-0.257
"COL6A3","P12111","9.52e-01","9.30e-01","8.99e-01",FALSE,FALSE,FALSE,FALSE,0.0442,-0.972,-1.02,-0.309,-0.353,0.663
"COLGALT1","Q8NBJ5","9.26e-01","9.70e-01","9.47e-01",FALSE,FALSE,FALSE,FALSE,-0.326,0.049,0.375,-0.0925,0.234,-0.141
"COMP","P49747","9.53e-01","9.33e-01","9.11e-01",FALSE,FALSE,FALSE,FALSE,0.0322,1.41,1.38,0.481,0.449,-0.93
"CON__ENSEMBL:ENSBTAP00000018229","CON__ENSEMBL:ENSBTAP00000018229","7.59e-01","9.69e-01","8.56e-01",FALSE,FALSE,FALSE,FALSE,-1.44,0.144,1.58,-0.431,1,-0.574
"CON__ENSEMBL:ENSBTAP00000024146","CON__ENSEMBL:ENSBTAP00000024146","8.32e-01","9.50e-01","9.55e-01",FALSE,FALSE,FALSE,FALSE,-1.48,-1.16,0.32,-0.88,0.6,0.28
"CON__P00761","CON__P00761","9.36e-01","8.71e-01","8.75e-01",FALSE,FALSE,FALSE,FALSE,0.329,1.92,1.59,0.749,0.42,-1.17
"CON__P02662","CON__P02662","8.98e-01","9.41e-01","9.51e-01",FALSE,FALSE,FALSE,FALSE,0.589,0.91,0.321,0.5,-0.0891,-0.411
"CON__P02666","CON__P02666","9.17e-01","9.03e-01","9.19e-01",FALSE,FALSE,FALSE,FALSE,0.367,1.1,0.732,0.488,0.122,-0.61
"CON__P02754","CON__P02754","9.46e-01","9.26e-01","9.14e-01",FALSE,FALSE,FALSE,FALSE,0.33,2.45,2.12,0.927,0.597,-1.52
"CON__P02769","CON__P02769","8.98e-01","8.70e-01","6.56e-01",FALSE,FALSE,FALSE,FALSE,-0.563,1.57,2.13,0.334,0.897,-1.23
"CON__P12763","CON__P12763","8.82e-01","8.35e-01","8.97e-01",FALSE,FALSE,FALSE,FALSE,0.601,1.64,1.04,0.747,0.146,-0.893
